Date,ATVI,GOOGL,GOOG,T,CHTR,CMCSA,DISCA,DISCK,DISH,EA,FB,IPG,LYV,NFLX,NWSA,TMUS,TTWO,DIS,TWTR,VZ
2/24/17,44.3897438,847.8099976,828.6400146,33.33847809,326.75,34.96403885,29.27000046,28.54999924,62.54000092,86.42484283,135.4400024,20.85169601,28.84000015,143.25,12.32729244,62.20999908,57.56000137,105.6446686,15.97999954,42.34482956
2/27/17,44.52618027,849.6699829,829.2800293,32.91347504,326.730011,34.63183975,29.04999924,28.32999992,62.52999878,86.88422394,136.4100037,20.99708748,28.93000031,143.4100037,12.28965282,62.16999817,57.47000122,105.5584717,16.05999947,41.79249954
2/28/17,43.98044586,844.9299927,823.210022,32.8898735,323.0599976,34.53033829,28.76000023,28.06999969,62,86.38489532,135.5399933,20.61221504,28.40999985,142.1300049,12.06380939,62.52999878,56.97999954,105.424408,15.77000046,41.53308105
3/1/17,45.93924332,856.75,835.2399902,33.08662796,325.1700134,34.68720627,28.52000046,27.87000084,61.99000168,87.70313263,137.4199982,20.85169601,28.82999992,142.6499939,12.31788158,62.34000015,58.79999924,106.3341522,15.78999996,41.68371582
3/2/17,45.49096298,849.8499756,830.6300049,33.11023712,323.9500122,34.55802155,28.48999977,27.65999985,60.81999969,86.89421844,136.7599945,20.89445114,28.34000015,139.5299988,12.0826292,62.54000092,57.88000107,105.9032211,15.78999996,41.82598114
3/3/17,45.8710289,849.0800171,829.0800171,33.06300735,322.3200073,34.3457756,27.88999939,27.20000076,61.18000031,87.12390137,137.1699982,20.71484566,28.40999985,139.1399994,12.13908863,63.56000137,58.11999893,106.5256653,15.75,41.91802216
3/6/17,46.59217453,847.2700195,827.7800293,33.02366638,323.769989,34.54878998,27.78000069,27.19000053,61.22999954,87.02404022,137.4199982,20.74050522,28.56999969,141.9400024,12.18614006,62.84000015,58.72999954,105.9798355,15.56000042,41.86782074
3/7/17,46.8358078,851.1500244,831.9099731,32.9607048,323.2399902,34.53033829,27.75,27.20000076,64,88.18250275,137.3000031,20.69774437,28.35000038,141.4299927,11.91324615,61.63000107,59.18999863,106.1617737,15.18000031,41.37407303
3/8/17,47.34256744,853.6400146,835.3699951,32.87413025,322.6000061,34.24427032,27.97999954,27.38999939,63.99000168,88.88156128,137.7200012,20.77471924,28.32999992,140.3200073,11.75327301,61.40999985,59.31000137,106.1426239,15.23999977,41.13975906
3/9/17,47.77135849,857.8400269,838.6799927,33.00792694,323.1400146,34.49341965,27.86000061,27.29000092,63.50999832,88.91152191,138.2400055,20.68063927,28.38999939,140.5299988,11.67799282,61.13999939,59.15999985,106.3245773,15.22000027,41.24018478
3/10/17,47.94677353,861.4099731,843.25,33.33060837,323.480011,34.43805695,27.69000053,27.09000015,62.04999924,89.69048309,138.7899933,20.72340393,28.27000046,140.8899994,11.6497612,61.47999954,59,106.2192383,15.11999989,41.29875946
3/13/17,48.23913193,864.5800171,845.539978,33.34634781,324.3399963,34.41959763,27.5,26.77000046,61.97999954,90.60926819,139.6000061,20.74905968,28.67000008,143.5200043,11.6497612,61.84000015,59.50999832,106.793808,15.21000004,41.39917755
3/14/17,47.82983017,865.9099731,845.6199951,33.12597656,324.6400146,34.52110291,27.45999908,26.67000008,62.45999908,90.77903748,139.3200073,20.76616669,28.60000038,143.1900024,11.76360226,61.34999847,59.25,107.5503235,15.31999969,41.30712891
3/15/17,47.966259,868.3900146,847.2000122,33.5194931,325.3800049,34.83485031,28,27.20999908,63.13999939,91.38822937,139.7200012,20.95432663,28.86000061,145.25,11.95333767,62.99000168,59.02000046,107.1289749,15.02999973,41.95987701
3/16/17,47.84931564,870,848.7800293,33.40143585,323.7200012,34.77024841,28.14999962,27.39999962,63.22000122,90.07996368,139.9900055,21.04840851,29.03000069,144.3899994,11.99128628,62.38999939,58.50999832,106.9757538,15.18999958,41.87619019
3/17/17,47.8785553,872.3699951,852.1199951,33.53523636,325.8099976,34.56724167,28.01000023,27.35000038,63.86000061,89.47077942,139.8399963,21.02274704,29.25,145.1100006,12.00077152,63.5,58.00999832,107.0236359,15.07999992,42.16908646
3/20/17,47.712883,867.9099731,848.4000244,33.38569641,324.9899902,34.58570099,27.72999954,27.15999985,63.06000137,89.04135895,139.9400024,20.78326988,29.05999947,145.8300018,11.98179913,63.11000061,57.88999939,107.9333725,15.09000015,42.04355621
3/21/17,46.99173355,850.1400146,830.460022,33.11811066,320.6600037,34.20736313,27.44000053,26.82999992,61.86999893,88.29235077,138.5099945,20.58655357,28.95000076,142.4199982,11.87744522,62.47000122,56.59999847,107.014061,14.53999996,41.97660446
3/22/17,47.4400177,849.7999878,829.5900269,32.77968979,321.2000122,34.17967606,27.54000092,27,61.65000153,88.6219101,139.5899963,20.84314346,28.75,142.6499939,11.87744522,63.27000046,57.58000183,107.3300781,14.97999954,41.60002899
3/23/17,47.53746796,839.6500244,817.5800171,32.77968979,323.6199951,34.3457756,27.67000008,27.14999962,61.88000107,88.49208069,139.5299988,20.75761604,29.29999924,141.8399963,11.90590572,63.11999893,57.72000122,107.4832993,14.93000031,41.54145432
3/24/17,47.86880875,835.1400146,814.4299927,32.80329514,325.3500061,34.49341965,27.54000092,27.06999969,61.99000168,89.23109436,140.3399963,20.66353035,29.55999947,142.0200043,11.90590572,64.16999817,58.11999893,107.3875351,15.14000034,41.57492447
3/27/17,48.04421997,838.5100098,819.5100098,32.653759,323.1400146,34.24427032,27.62999916,27.11000061,62.16999817,88.90153503,140.3200073,20.56089783,29.64999962,144.0599976,11.93436432,64.22000122,58.56999969,107.6173553,14.98999977,41.12302017
3/28/17,48.78939819,840.6300049,820.9199829,32.70885086,324.0799866,34.22581863,27.68000031,27.20000076,62.91999817,89.62057495,141.7599945,20.95432663,30,145.1699982,12.18102169,64.23000336,58.81000137,108.2589722,14.93999958,41.25692368
3/29/17,49.1619873,849.8699951,831.4099731,32.62228394,325.9400024,34.3457756,28.05999947,27.51000023,62.99000168,89.66052246,142.6499939,20.97143173,30.06999969,146.4700012,12.3328104,64.73999786,58.79000092,107.7610092,15.03999996,41.11465836
3/30/17,49.21100998,849.4799805,831.5,32.86625671,328.1199951,34.61338043,28.70000076,28.04999924,63.20000076,90.13989258,142.4100037,21.02274704,30.07999992,148.0599976,12.56049156,65.12999725,58.90000153,108.3834534,14.92000008,41.05607224
3/31/17,48.88744736,847.7999878,829.5599976,32.70097733,327.3200073,34.68720627,29.09000015,28.30999947,63.49000168,89.40087128,142.0500031,21.01419258,30.37000084,147.8099976,12.3328104,64.58999634,59.27000046,108.5845642,14.94999981,40.7966423
4/3/17,48.56388474,856.75,838.5499878,32.71672058,328.269989,34.80582047,28.93000031,28.20000076,63.06999969,88.99141693,142.2799988,20.86024284,30.67000008,146.9199982,12.13358784,63.54999924,58.74000168,108.4026031,14.84000015,41.15649033
4/4/17,48.0834465,852.5700073,834.5700073,32.81117249,331.519989,35.01896667,29.27000046,28.57999992,63.47999954,89.16119385,141.7299957,20.96287918,30.96999931,145.5,12.11461544,63.68000031,57.84999847,108.2493896,14.68999958,41.26528549
4/5/17,48.24032593,848.9099731,831.4099731,32.66949844,331.9899902,34.6019516,29.36000061,28.55999947,62.86999893,88.28236389,141.8500061,20.89445114,31.34000015,143.6199951,11.98179913,63.5,57.86000061,108.2110901,14.52999973,41.02259827
4/6/17,48.39720535,845.0999756,827.8800049,32.33499908,336.7999878,35.33401871,29.29999924,28.62000084,63.15000153,88.4421463,141.1699982,20.834589,31.26000023,143.7400055,11.92487907,63.24000168,58.04999924,108.2589722,14.39000034,41.01244354
4/7/17,48.64232635,842.0999756,824.6699829,32.32704163,330.6499939,35.2413559,29.20999908,28.56999969,62.54999924,88.61193085,140.7799988,20.72340393,31.21999931,143.1100006,11.86795807,63.58000183,58.47000122,107.8088837,14.28999996,41.20721436
4/10/17,48.0834465,841.7000122,824.7299805,32.15979004,331.3699951,34.90775299,29.19000053,28.61000061,63.61000061,88.6219101,141.0399933,20.6549778,31.25,143.8500061,11.88693047,63.88999939,58.43000031,107.6652451,14.35999966,41.10559464
4/11/17,48.12266541,839.8800049,823.3499756,32.10403824,332.2999878,34.50001526,29.04000092,28.47999954,63.54999924,89.56066132,139.9199982,20.93722153,31.21999931,144.3500061,11.85846996,63.93000031,58.41999817,108.2781219,14.31000042,41.24109268
4/12/17,47.69124603,841.460022,824.3200073,32.30315018,334.5700073,34.55561447,28.69000053,28.13999939,63.99000168,89.83029938,139.5800018,20.95432663,30.92000008,143.8300018,11.84898376,63.91999817,57.86999893,108.2493896,14.42000008,41.42738724
4/13/17,47.47554016,840.1799927,823.5599976,32.08014679,330,34.41662216,28.29000092,27.72999954,62.38000107,88.90153503,139.3899994,20.98853683,30.67000008,142.9199982,11.69719601,64.04000092,57.52999878,108.4026031,14.30000019,41.17333221
4/17/17,47.84812546,855.1300049,837.1699829,32.09607315,330.3599854,34.47221756,28.5,27.94000053,58.79000092,89.09128571,141.4199982,21.45038986,30.88999939,147.25,11.77309132,64.94000244,58.54999924,108.9580307,14.39999962,41.33423996
4/18/17,48.21090698,853.9899902,836.8200073,32.05625153,328.1799927,34.83361435,28.61000061,28.02000046,58.04000092,89.08129883,140.9600067,21.2964344,30.84000015,143.3600006,11.69719601,64.61000061,59.38999939,109.3506622,14.43999958,41.68143463
4/19/17,48.38739777,856.5100098,838.210022,32.05625153,333.6099854,34.77801895,28.92000008,28.37000084,59.58000183,89.53070068,142.2700043,21.46749306,31.28000069,139.7599945,11.79206467,65.12999725,60.45000076,108.9101563,14.53999996,41.44432449
4/20/17,48.97569275,860.0800171,841.6500244,32.14386368,335.5899963,35.21355438,29.31999969,28.71999931,59.84000015,91.08862305,143.8000031,21.52736473,31.5,141.1799927,12.27589035,64.80999756,62.02999878,109.9252319,14.64999962,40.99550247
4/21/17,48.89725113,858.9500122,843.1900024,31.80139542,338.480011,35.36182785,29.15999985,28.64999962,59.61000061,91.81765747,143.6799927,20.86024284,31.25,142.8699951,12.2284565,64.69999695,62.29000092,109.5900574,14.63000011,40.01316833
4/24/17,49.88755417,878.9299927,862.7600098,31.87307549,340.3599854,35.2228241,29.39999962,28.89999962,60.34000015,92.68649292,145.4700012,21.07406616,31.37999916,143.8300018,12.3707571,65.93000031,62.54999924,108.881424,14.71000004,39.84379196
4/25/17,50.35819244,888.8400269,872.2999878,31.80935287,344.5,35.66762543,29.29000092,28.77000046,62.54000092,92.86625671,146.4900055,20.99708748,31.85000038,152.1600037,12.39921665,67.34999847,62.63000107,110.2987061,14.65999985,39.54739761
4/26/17,50.35819244,889.1400146,871.7299805,32.20757294,345.3999939,35.94563293,29.38999939,28.79000092,63.29999924,93.37557983,146.5599976,20.77471924,32.06000137,150.1699982,12.27589035,67.58000183,62.77999878,110.6817474,15.81999969,40.10631943
4/27/17,50.89746475,891.4400024,874.25,31.78547478,348.7999878,36.68696976,29.38999939,28.70999908,65,94.11458588,147.6999969,20.62932205,32.22000122,153.0800018,12.29486275,67.73999786,63.15000153,110.9307251,16.61000061,39.52199936
4/28/17,51.23083115,924.5200195,905.960022,31.56246948,345.1600037,36.31629562,28.78000069,27.97999954,64.44000244,94.69381714,150.25,20.15891647,32.15999985,152.1999969,12.06718063,67.26999664,62.84999847,110.7008972,16.47999954,38.87840271
5/1/17,51.67205429,932.8200073,912.5700073,31.14035988,344.1400146,36.31629562,27.97999954,27.19000053,62.93000031,94.66386414,152.4600067,20.23589325,32.29999924,155.3500061,12.08615303,68.30999756,63.97999954,109.867775,17.54000092,38.85299301
5/2/17,51.99561691,937.0900269,916.4400024,31.02090073,337.6900024,36.45529938,27.95999908,27.20999908,63.16999817,94.12458038,152.7799988,20.45826721,32.59000015,156.4499969,11.97231293,66.94000244,64.08999634,109.5230255,18.23999977,38.87840271
5/3/17,51.80932617,948.4500122,927.039978,30.58286476,324.4899902,35.71395493,26.78000069,26.19000053,60.38000107,93.9847641,151.8000031,20.6378746,32.13000107,155.5899963,11.92487907,65.34999847,63.99000168,106.8895798,18.56999969,39.08163834
5/4/17,52.06425095,954.7199707,931.6599731,30.27225304,322.6000061,35.48228455,26.62999916,26.07999992,60.06000137,94.6339035,150.8500061,20.50102615,31.92000008,157.25,11.92487907,65.48000336,63.65999985,106.4586411,18.47999954,38.85299301
5/5/17,52.78001404,950.2800293,927.1300049,30.71028709,334.7799988,36.14949417,27.09000015,26.45999908,61.59999847,95.6125946,150.2400055,20.76616669,34.54999924,156.6000061,12.03871918,66.48999786,65.41999817,107.2438736,18.69000053,39.53892899
5/8/17,52.93689346,958.6900024,934.2999878,30.71825027,323.8099976,36.32556915,27.25,26.51000023,61.27999878,95.60261536,151.0599976,20.6378746,34,156.3800049,12.13358784,66.15000153,65.05999756,106.6980438,18.30999947,39.48812103
5/9/17,53.55459976,956.710022,932.1699829,30.43950272,325.519989,36.2143631,26.65999985,26,61.24000168,95.8822403,150.4799957,20.91156387,33.97999954,157.4600067,12.43716431,65.5,65.11000061,107.3205032,18.37000084,39.31028748
5/10/17,54.89788437,954.8400269,928.7800293,30.62268066,325.5799866,36.23289108,26.11000061,25.45000076,61.66999817,108.0160751,150.2899933,20.98853683,34.02000046,160.2799988,12.05769348,66,68.68000031,105.0126419,18.54000092,39.27642059
5/11/17,54.66256332,955.8900146,930.5999756,30.61471367,324.6099854,36.38115692,26.32999992,25.70000076,61.63000107,108.4355087,150.0399933,20.97998428,34,158.5399933,12.02923298,65.80999756,68.58999634,104.9360352,18.38999939,38.97155762
5/12/17,54.9174881,955.1400146,932.2199707,30.6545372,322,36.12168884,26.06999969,25.45000076,61.36999893,108.9448242,150.3300018,20.91156387,33.68999863,160.8099976,12.05769348,65.55000305,67.98000336,105.0413666,18.61000061,38.81912231
5/15/17,55.30968857,959.2199707,937.0800171,30.73418236,321.0700073,36.11243057,26.01000023,25.26000023,61.50999832,110.7524261,150.1900024,20.82603836,34.15000153,160.0200043,12.2284565,65.69000244,69.26999664,104.5050964,19.22999954,38.42957687
5/16/17,55.67247391,964.6099854,943,30.41560364,320.0100098,35.97342682,25.57999992,24.80999947,62.27000046,111.6112823,149.7799988,20.68918991,34.40999985,159.4100037,12.26640224,65.91000366,70.37000275,103.4038315,19.48999977,38.37030411
5/17/17,53.17221069,942.1699829,919.6199951,29.83421516,313.1099854,35.30622101,25.11000061,24.38999939,62.77000046,105.0999527,144.8500061,20.44116211,33.79000092,153.1999969,12.01025963,63.90999985,66.51999664,101.8046036,18.28000069,37.66741562
5/18/17,54.07426834,950.5,930.2399902,30.22446442,315.8800049,35.83442688,25.18000031,24.53000069,62.54999924,106.7877045,147.6600037,20.67208862,33.97999954,155.6999969,12.04820538,65.72000122,68.59999847,102.1589279,18.51000023,38.14165878
5/19/17,54.79002762,954.6500244,934.0100098,30.45542908,315.7799988,36.0012207,25.87000084,25.18000031,63.52999878,107.4967575,148.0599976,20.79182053,33.86000061,157.0200043,12.16204834,66.37000275,67.58000183,102.9633255,18.35000038,38.46343994
5/22/17,56.00583649,964.0700073,941.8599854,30.46339607,316.4200134,36.5942955,26.20999908,25.45999908,63.79999924,108.2457581,148.2400055,21.05696106,33.91999817,157.1600037,12.44664955,67.22000122,69.04000092,103.0686722,18.43000031,38.51425934
5/23/17,56.67257309,970.5499878,948.8200073,30.51117897,318.7900085,36.86302948,25.62999916,24.96999931,63.86000061,108.8649368,148.0700073,20.79182053,33.61000061,157.9499969,12.47511101,67.62000275,72.83000183,102.4845123,18.14999962,38.51425934
5/24/17,57.36872101,977.6099854,954.960022,30.38375092,329.0400085,37.37270737,25.45999908,24.87000084,63.33000183,112.1605453,150.0399933,20.89445114,33.59999847,157.75,12.54151917,67.88999939,77.73000336,103.1452713,17.97999954,38.14165878
5/25/17,58.06487656,991.8599854,969.539978,30.44746971,333.7600098,37.38196945,25.60000038,25,63.90000153,113.6785278,151.9600067,21.12538528,34.20000076,163.0500031,12.53203297,67.86000061,78.52999878,102.7239227,17.95000076,38.37030411
