Date,APA,BKR,COG,CVX,COP,DVN,FANG,EOG,XOM,HAL,HES,HFC,KMI,MRO,MPC,NOV,OXY,OKE,PSX,PXD,SLB,FTI,VLO,WMB
1/19/16,30.68812752,24.19560432,15.38931084,65.72013092,31.77270126,21.15256119,57.76850128,57.00772095,59.31412888,26.86144447,33.10139847,28.10819054,9.960988045,7.179056168,34.26320267,28.27581978,48.7730217,14.58109283,65.64723969,107.617897,52.61858368,22.32451057,52.70164108,11.52829075
1/20/16,31.0288105,23.64224434,16.06370544,63.68025208,30.33244324,19.4499073,58.17921829,56.31591034,56.81424713,25.68022728,31.90528679,27.70142937,9.532389641,7.347314835,33.68105698,28.45775032,47.31284332,14.0550766,64.19526672,105.1303864,51.14439774,22.04405022,51.86209869,11.31642723
1/21/16,33.38667297,24.76719856,17.46869469,65.34923553,32.21785355,21.78317451,61.22620392,59.59727859,57.52851105,26.41060448,34.08909225,27.42748642,11.01661491,8.216655731,32.9409256,29.36739922,48.28894043,15.86456203,63.45259476,107.7914505,51.47105789,22.23102188,50.23842621,11.71823883
1/22/16,35.30524826,25.56378937,18.30232811,67.35691071,32.88124084,23.08944321,63.20339203,61.71940613,59.4461174,27.22212029,34.73245621,30.00919914,12.17542362,8.431653976,35.61876678,29.90361786,50.62998581,17.60391426,66.78210449,109.4304962,54.61209106,22.72650337,53.74712372,14.42132282
1/25/16,33.55702209,23.8246727,17.2345295,65.2202301,29.85236549,20.51294136,59.29676437,57.57797623,57.43534851,26.40158653,31.15319061,28.09159088,11.26266479,7.609052181,33.90559769,28.42902756,49.03489685,16.56591988,63.61115646,103.8866425,53.02063751,21.85707855,51.59279251,13.37661648
1/26/16,34.09492874,24.30506325,18.19928932,67.82453918,30.85617447,22.12550545,63.54725266,61.72875595,59.54704285,26.09500122,31.54283333,28.65608597,11.88175297,7.898831844,34.56259155,29.13759613,50.17763901,17.04283714,64.88787842,109.4690628,54.72098923,22.37125587,53.6283226,14.91810703
1/27/16,34.63284683,24.82800865,18.3024292,67.15531921,31.60683632,22.06244659,65.20925903,61.76613998,58.4523735,26.20320892,33.39135742,27.30296898,11.28647614,8.179264069,33.14882278,29.77914238,50.91566467,16.22225571,64.86283875,109.8161392,54.90526199,22.36190605,52.2660141,14.07796001
1/28/16,36.39900589,26.2205162,18.18053246,69.27584839,33.18675613,24.13446045,69.52659607,64.15937805,59.77219391,27.45656204,36.55381012,27.84255219,12.24336338,8.571866035,33.44820404,29.740839,52.27267075,17.22736359,65.6722641,115.7070618,58.22218704,22.73585129,51.11758041,14.0925703
1/29/16,38.13827515,26.4576683,19.45570946,69.71929932,34.11201096,25.13442612,72.16286469,66.39369202,60.4398613,28.66483498,38.51107025,29.02964401,13.17222691,9.095340729,34.75387192,31.15798378,54.62165451,17.94787598,66.88224792,119.5057983,60.53399658,23.51178551,53.75505066,14.0998745
2/1/16,36.59624863,26.32389832,19.27755928,68.76789093,33.69301224,23.4768219,69.34510803,64.58940125,59.22873688,28.51153946,37.84052658,29.66884041,12.16329002,9.104687691,34.73723602,30.63134193,52.82023621,16.88872528,66.32313538,117.9053268,59.85550308,23.16588593,54.41241837,14.25329494
2/2/16,34.56112671,25.53946495,19.11816406,65.50242615,31.93854141,22.24262428,68.0556488,62.78514099,57.90892029,27.51968002,35.66578293,27.69312859,11.73088932,8.169916153,33.48978424,29.36739922,51.96317673,16.65816307,65.50537109,117.1629257,57.66098785,22.09079361,51.70369339,13.65423107
2/3/16,36.97278976,27.00494003,19.84950829,68.22769165,33.71920776,23.95428467,71.52289581,65.61777496,60.9289856,28.81811714,38.95508194,26.42303276,12.49960041,8.805560112,30.93668175,26.81080246,54.06615067,17.75333595,66.00605011,122.754982,59.3278389,22.50213623,48.26627731,13.44967461
2/4/16,36.52452087,26.90156555,19.59635162,68.36475372,30.82998657,23.92725563,68.77202606,63.98176193,61.97706223,29.24191666,39.39002228,26.86299896,12.53963852,8.59056282,29.05718803,27.36616898,53.15354919,18.36576843,66.65693665,120.0264359,59.08491898,22.6984539,48.9394989,13.69806671
2/5/16,35.00939178,27.27249527,19.37132072,66.82475281,28.71763039,22.3867588,64.29227448,62.69163895,62.17116547,28.26808357,34.45155716,25.74232292,12.53963852,7.908178806,26.8616848,27.26083946,51.9552536,18.40179443,65.36351013,114.5404587,57.63586044,22.25906944,45.68432236,12.50724792
2/8/16,33.69149399,26.03808594,19.61510468,69.33229065,30.05312347,21.33273315,66.81391907,63.97241211,63.00962448,27.79920769,35.330513,25.58459854,11.94708729,7.309925079,25.55602646,27.19381332,52.52662277,16.68698311,63.65286255,111.059906,58.44833374,22.08144951,43.84480286,8.153089523
2/9/16,31.89844704,25.38744926,18.36806297,66.85700989,29.31118011,20.41384315,64.05349731,61.31741714,62.7354393,26.68110466,35.06772995,25.76722908,11.6988554,6.814495564,26.11322021,26.38949013,51.7568512,14.86409855,62.95191574,107.299736,56.78987503,21.48313332,43.84480286,8.752149582
2/10/16,31.67431068,25.24149895,18.51808167,66.95375824,28.22881508,19.48594284,64.31139374,61.5043869,62.16355133,26.68110466,35.60235977,25.24424362,11.69085217,6.664931297,26.33776283,25.55643654,52.10602188,15.06583881,62.82675171,104.8893661,56.73123932,21.65141296,43.89278793,9.387741089
