Date,MO,ADM,CPB,CHD,KO,CL,CAG,STZ,COST,COTY,EL,GIS,HRL,SJM,K,KMB,KHC,KR,MKC,TAP,MDLZ,MNST,PEP,PM,PG,SYY,CLX,HSY,TSN,WBA,WMT
1/19/16,44.22271729,25.84557724,46.86466599,36.62877274,35.58346176,56.86832809,26.4521389,135.9069977,133.5509186,19.09256363,79.31529236,46.30904007,34.87073135,103.6039963,60.46141434,107.5374146,57.07514572,34.54400253,37.38858414,78.29819489,37.41911316,48.25333405,82.65991974,67.79531097,65.65224457,35.20118332,111.9081955,74.68806458,45.36766052,69.7716217,55.80789185
1/20/16,43.3291626,26.5063343,46.6662674,36.42466354,35.12509155,55.24073792,26.33645248,135.4590149,132.0864563,19.96238518,78.41700745,45.5904274,34.26310349,103.3011398,59.49389648,105.6665344,57.88851929,34.23645782,36.9377861,77.46312714,36.70610428,46.67333221,80.9336853,66.54743195,65.44770813,34.93690872,109.9355087,75.02347565,45.62335968,68.69088745,54.27353287
1/21/16,43.50333023,27.04001427,46.65764618,36.74474716,35.13357925,56.64689636,26.71074295,133.8817139,133.4710541,19.52747536,78.76686096,45.22276688,33.77337265,103.1973038,59.37507629,106.7429199,59.41767502,33.60328293,36.69858932,77.73251343,36.39924622,46.00666809,81.53787231,66.50093842,66.2158432,34.70787811,110.3738861,74.73219299,46.58221054,68.28451538,55.20129013
1/22/16,44.13184357,28.14974022,47.14070511,37.60758591,35.70230484,57.50127029,27.39127159,138.8375549,136.4088745,19.91889191,81.02680206,46.23384094,34.45355606,106.3383865,60.77544022,108.2550049,60.50761795,33.57614517,37.5771904,79.82465363,37.54545975,48.05333328,82.72895813,67.33028412,66.76824188,34.87525558,111.864357,75.25301361,46.77399826,69.89266205,55.92386246
1/25/16,44.22271729,27.47204781,47.10619736,36.8560791,35.78718948,56.89609528,26.59505272,138.3615723,133.8260651,19.52747536,78.92761993,45.79096985,34.24496078,105.4384689,59.84186554,104.8122482,60.21479797,33.16910553,37.23219299,78.65735626,36.28191757,46.69666672,82.80664063,67.18300629,66.32804871,34.44359589,110.294281,73.94656372,46.83791351,68.05110168,56.60183716
1/26/16,44.64675522,28.48858452,47.57199478,37.25502396,35.71928024,57.25208664,26.88087463,138.4829407,131.8024292,20.14504433,79.0410614,46.06671906,34.83898544,106.3730011,60.42746735,106.6916656,61.80089951,33.26860046,38.07398224,78.80103302,37.3198204,46.34999847,83.13463593,67.67128754,68.01969147,34.57573318,110.7441254,75.10293579,47.94287872,68.68225098,57.09247971
1/27/16,44.64675522,28.58176994,47.44260025,37.34780884,35.7277832,57.22538376,26.94251442,136.3643341,131.1190033,20.19723511,77.91585541,45.90794754,34.73922729,107.6796188,60.74149323,106.1022034,61.79276276,33.88369751,37.80718613,78.79203796,37.11224365,45.99000168,82.80664063,68.2758255,68.01105499,34.62860107,109.941452,74.5291748,47.3584404,67.82630157,57.04787827
1/28/16,45.15411758,29.39500427,48.07229233,37.8488121,36.13521194,57.86615753,27.46985817,141.6934357,132.7698517,20.39729309,79.13564301,46.13357544,35.5191803,109.2804413,61.77691269,107.8705673,61.94729614,34.20931625,39.28837204,79.42058563,37.50033569,45.73333359,84.1099472,69.02766418,68.89141846,34.7959671,111.1675339,76.7977829,48.02507401,67.10005951,57.28872299
1/29/16,46.27481842,29.94563293,48.65885925,38.9667778,36.43231201,60.1000061,28.5177002,142.3094177,134.1278076,21.40628624,80.61074829,47.21984482,36.4623642,111.0370483,62.32855988,109.707283,63.49272919,35.10480118,40.46596527,81.2433548,38.89927292,45.00999832,85.7066803,69.76397705,70.50537109,35.06905365,113.8313904,77.77763367,48.72823715,68.92431641,59.19776535
2/1/16,46.14609146,30.03881454,49.04702759,39.4631424,36.50021362,58.91632843,28.75055504,144.0640411,134.2432251,21.14533615,80.80931854,47.3535347,37.19241333,111.7379532,62.45584869,110.211319,62.63869476,36.28069687,40.55797195,82.52736664,38.56533051,45.81000137,85.47364807,69.29893494,70.01342773,38.0112915,116.265892,78.88105011,49.59576797,69.22692108,60.21471405
